Model,Description,Harga_MD,Harga_IPP,Harga_SDP,Harga_ADP,Harga_DPP,Harga_MSRP,Harga_Non_DPP,Category,Sumber,Warranty,Brand
THC-B120-PS,"2MP CMOS Sensor, 25m IR, Outdoor EXIR Bullet, ICR, 0.01 Lux/F1.2, 12 VDC, Smart IR, DNR,  Built-in Mic,Audio up Coaxial(Only TVI)，OSD Menu, IP66, 2.8/",322080,322080,322080,322080,322080,385300,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
THC-T120-PS,"2MP CMOS Sensor, Indoor EXIR Eyeball, 20m IR,, ICR, 0.01 Lux/F1.2, 12 VDC, Smart IR, DNR, Built-in Mic,Audio up Coaxial(Only TVI)，OSD Menu,  2.8/3.6mm",296230,296230,296230,296230,296230,354400,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
THC-B127-P,"2MP CMOS Sensor, 20m White Light, Outdoor white light Bullet, 0.01 Lux @ (F1.6, AGC ON), 0 Lux with white light, 12 VDC, Smart Light, DNR,  OSD Menu, ",307340,307340,307340,307340,307340,367700,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
THC-T127-P,"2MP CMOS Sensor, Indoor White Light Eyeball, 20m White Light, 0.01 Lux @ (F1.6, AGC ON), 0 Lux with white light, 12 VDC, Smart Light, DNR, OSD Menu,  ",281380,281380,281380,281380,281380,336600,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
THC-B150-P,"5MP CMOS Sensor, EXIR Bullet, 20m IR, ICR, 0.01 Lux/F1.2, 12 VDC, Smart IR, DNR, OSD Menu, IP66, 2.8/3.6mm Lens,Support HD-TVI/AHD/CVI/CVBS video outp",410960,410960,410960,410960,410960,491600,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
THC-T150-P,"5MP CMOS Sensor, Indoor EXIR Eyeball, 20m IR, ICR, 0.01 Lux/F1.2, 12 VDC, Smart IR, DNR, OSD Menu, 2.8/3.6mm Lens,Support HD-TVI/AHD/CVI/CVBS video ou",377630,377630,377630,377630,377630,451800,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
THC-B120-PIC,"● High quality imaging with 2 MP, 1920 × 1080 resolution  ● 2.8 mm, 3.6 mm fixed lens  ● Up to 25 m IR distance for bright night imaging  ● Water and ",203720,203720,203720,203720,203720,243700,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
THC-B127-LPC,"● High quality imaging with 2 MP, 1920 × 1080 resolution ● Smart Hybrid light, optimize your security with flexible lighting options ● 2.8 mm, 3.6 mm ",314710,314710,314710,314710,314710,376500,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
THC-T127-LPC,"● High quality imaging with 2 MP, 1920 × 1080 resolution ● Smart-Hybrid light, optimize your security with flexible lighting options ● 2.8 mm, 3.6 mm ",288860,288860,288860,288860,288860,345600,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
THC-B127-LPS,"● High quality imaging with 2 MP, 1920 × 1080 resolution ● 2.8 mm, 3.6 mm fixed focal lens ● Up to 20 m IR distance for bright night imaging ● Up to 2",329560,329560,329560,329560,329560,394300,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
THC-T127-LPS,"● High quality imaging with 2 MP, 1920 × 1080 resolution ● 2.8 mm, 3.6 mm fixed focal lens ● Up to 20 m IR distance for bright night imaging ● Up to 2",303600,303600,303600,303600,303600,363200,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
DVR-204G-M1/T,"Support All channels HDTVI Two-way Audio Technology, full-channel motion detection 2.0 ,4 Turbo HD/AHD/Analog interface input, 4-ch HDTVI  coaxial vid",776200,776200,776200,776200,776200,928500,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
DVR-208G-M1/T,"Support All channels HDTVI Two-way Audio Technology,full-channel motion detection 2.0 ,8 Turbo HD/AHD/Analog interface input,8-ch HDTVI  coaxial video",1001700,1001700,1001700,1001700,1001700,1198200,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
DVR-216G-M1/T,"Support All channels HDTVI Two-way Audio Technology,full-channel motion detection 2.0 ,16 Turbo HD/AHD/Analog interface input,8-ch HDTVI  coaxial vide",1846600,1846600,1846600,1846600,1846600,2208900,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
DVR-204Q-M1,"Ful-channels motion2.0,4 HDTVI/CVI / AHD / CVBS self-adaptive interfaces input, 4-ch HDTVI  coaxial video&audio input,1-ch local audio input, 2-ch IP ",1093510,1093510,1093510,1093510,1093510,1308100,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
DVR-208Q-M1,"Ful-channels motion2.0,8 HDTVI/CVI / AHD / CVBS self-adaptive interfaces input, 8-ch HDTVI  coaxial video&audio input,1-ch local audio input, 4-ch IP ",1762420,1762420,1762420,1762420,1762420,2108200,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
DVR-216Q-M1,"Ful-channels motion2.0,16-ch HDTVI/CVI / AHD / CVBS self-adaptive interfaces input, 16-ch HDTVI  coaxial video&audio input,1-ch local audio input, 8-c",3536280,3536280,3536280,3536280,3536280,4230000,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
DVR-216Q-M2,"Ful-channels motion2.0,16-ch HDTVI/CVI / AHD / CVBS self-adaptive interfaces input, 16-ch HDTVI  coaxial video&audio input,1-ch local audio input, 8-c",3800060,3800060,3800060,3800060,3800060,4545600,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
IPC-B121HE-UC,"1/2.8"" Progressive CMOS, ICR, 1920x1080:25fps(P)/30fps(N), H.265+/H.264+&H.264, 3D DNR, BLC, Built-in Microphone, PoE; DC12V power supply is not suppo",415200,415200,415200,415200,415200,496600,,HiLook IP,HiLook IP Solution,2 Years Warranty,HiLook
IPC-D121HE-UC,"1/2.8"" Progressive CMOS, ICR, 1920x1080:25fps(P)/30fps(N), H.265+/H.264+&H.264, 3D DNR, BLC, Built-in Microphone, PoE; DC12V power supply is not suppo",415200,415200,415200,415200,415200,496600,,HiLook IP,HiLook IP Solution,2 Years Warranty,HiLook
IPC-B141HE-UC,"1/2.8"" Progressive CMOS, ICR, 2560ⅹ1440:20fps(P)/(N), H.265+/H.265/H.264+&H.264, IP67, DWDR, 3D DNR, BLC, Built-in Microphone, PoE; DC12V power supply",713300,713300,713300,713300,713300,853200,,HiLook IP,HiLook IP Solution,2 Years Warranty,HiLook
IPC-D141HE-UC,"1/2.8"" Progressive CMOS, ICR, 2560ⅹ1440:20fps(P)/(N), H.265+/H.265/H.264+&H.264, IP67, DWDR, 3D DNR, BLC, Built-in Microphone, PoE; DC12V power supply",713300,713300,713300,713300,713300,853200,,HiLook IP,HiLook IP Solution,2 Years Warranty,HiLook
IPC-B120HA-LUC,"1/2.8"" Progressive CMOS, ICR, 1920ⅹ1080:25fps(P)/30fps(N), H.265+/H.265/H.264+&H.264, IP67, DWDR, 3D DNR, BLC, Built-in Microphone, Support Human body",566100,566100,566100,566100,566100,677200,,HiLook IP,HiLook IP Solution,2 Years Warranty,HiLook
IPC-D120HA-LUC,"1/2.8"" Progressive CMOS, ICR, 1920ⅹ1080:25fps(P)/30fps(N), H.265+/H.265/H.264+&H.264, IP67, DWDR, 3D DNR, BLC, Built-in Microphone, Support Human body",566100,566100,566100,566100,566100,677200,,HiLook IP,HiLook IP Solution,2 Years Warranty,HiLook
IPC-B140HA-LUC,"1/2.8"" Progressive CMOS, ICR, 2560ⅹ1440:20fps(P)/(N), H.265+/H.265/H.264+&H.264, IP67, DWDR, 3D DNR, BLC, Built-in Microphone, Support Human body dete",1083000,1083000,1083000,1083000,1083000,1295400,,HiLook IP,HiLook IP Solution,2 Years Warranty,HiLook
IPC-D140HA-LUC,"1/2.8"" Progressive CMOS, ICR, 2560ⅹ1440:20fps(P)/(N), H.265+/H.265/H.264+&H.264, IP67, DWDR, 3D DNR, BLC, Built-in Microphone, Support Human body dete",1083000,1083000,1083000,1083000,1083000,1295400,,HiLook IP,HiLook IP Solution,2 Years Warranty,HiLook
NVR-104MH-D(D),"40Mbps Bit Rate Input Max (up to 4-ch IP video), H.265/H.265+/H.264/H.264+, 1 SATA interface, mini 1U case(Metal)",928300,928300,928300,928300,928300,1110400,,HiLook IP,HiLook IP Solution,2 Years Warranty,HiLook
NVR-108MH-D(D),"60Mbps Bit Rate Input Max (up to 8-ch IP video), HH.265/H.265+/H.264/H.264+,1 SATA interface, mini 1U case(Metal)",1125100,1125100,1125100,1125100,1125100,1345800,,HiLook IP,HiLook IP Solution,2 Years Warranty,HiLook
NVR-116MH-C(E),"4-channels Motion Detection 2.0 160Mbps Bit Rate Input Max (up to 16-ch IP video), H.265/H.265+/H.264/H.264+, 1 SATA interface, standalone 1U 260  cas",1884100,1884100,1884100,1884100,1884100,2253700,,HiLook IP,HiLook IP Solution,2 Years Warranty,HiLook
NVR-232MH-K,All-channels Motion Detection 2.0 Facial Recognition for up to 4 channels picture stream or 1 channels video stream; * Facial recognition and MD2.0 ca,6387500,6387500,6387500,6387500,6387500,7640600,,HiLook IP,HiLook IP Solution,2 Years Warranty,HiLook
NS-0106MP-35,"L2, Unmanaged, 4 10/100M RJ45 PoE ports, 2 10/100M RJ45 uplink port, PoE power budget 35W",342000,342000,342000,342000,342000,409100,,HiLook IP,HiLook IP Solution,2 Years Warranty,HiLook
NS-0110MP-60,"L2, Unmanaged, 8 10/100M RJ45 PoE ports, 2 10/100M RJ45 uplink port, PoE power budget 60W",536400,536400,536400,536400,536400,641600,,HiLook IP,HiLook IP Solution,2 Years Warranty,HiLook
NC-1LN6UU/CCA/M(O-STD) White 305m,"Conductor Material CCAM Copper Clad Aluminum Magnesium Wire Stable electrical performance,  compliant with ANSI/TIA-568.2-D. Compliant with RoHS 2.0. ",716300,716300,716300,716300,716300,856800,,HiLook IP,HiLook IP Solution,2 Years Warranty,HiLook
HV-T127PS,"1/3"" 2Megapixel CMOS 25/30fps@1080P,25/30fps@720P 20m(66ft) Warm White Light/Colorvu,  OSD, 2.8mm fixed Lens, Built in Mic 4in1(CVI/TVI/AHD/CVBS), 3DN",225000,225000,225000,225000,225000,315000,234000,Hiview C-SERIES CAM,Hiview C-SERIES CAM,2 Years Warranty,Hiview
HV-B127PS,"1/3"" 2Megapixel CMOS 25/30fps@1080P,25/30fps@720P 30m(66ft) Warm White Light/Colorvu, OSD, 2.8mm fixed lens, Built in Mic 4in1(CVI/TVI/AHD/CVBS), IP67",230000,230000,230000,230000,230000,322000,239500,Hiview C-SERIES CAM,Hiview C-SERIES CAM,2 Years Warranty,Hiview
T1A20 (U MODEL),"1/2.7"""" 2Megapixel CMOS 25/30fps@1080P,25/30fps@720P 25m IR, Smart IR,ICR, OSD, 2.8mm fixed lens,4in1(CVI/TVI/AHD/CVBS), Plastic housing, Quick-to-ins",171000,171000,171000,171000,171000,239000,177000,Hiview D-SERIES CAM,Hiview D-SERIES CAM,2 Years Warranty,Hiview
T1A20,"1/2.7"""" 2Megapixel CMOS 25/30fps@1080P,25/30fps@720P 25m IR, Smart IR,ICR, OSD, 2.8mm fixed lens,4in1(CVI/TVI/AHD/CVBS), Plastic housing, Quick-to-ins",171000,171000,171000,171000,171000,239000,177000,Hiview D-SERIES CAM,Hiview D-SERIES CAM,2 Years Warranty,Hiview
B1A20 (U MODEL),"1/2.7"" 2Megapixel CMOS 25/30fps@1080P,25/30fps@720P 30m IR, Smart IR,ICR, OSD,4in1(CVI/TVI/AHD/CVBS), Quick-to-install design, Upgrade on appearance I",178000,178000,178000,178000,178000,250000,186000,Hiview D-SERIES CAM,Hiview D-SERIES CAM,2 Years Warranty,Hiview
B1A20,"1/2.7"" 2Megapixel CMOS 25/30fps@1080P,25/30fps@720P 30m IR, Smart IR,ICR, OSD,4in1(CVI/TVI/AHD/CVBS), Quick-to-install design, Upgrade on appearance I",178000,178000,178000,178000,178000,250000,186000,Hiview D-SERIES CAM,Hiview D-SERIES CAM,2 Years Warranty,Hiview
HIK-T1A21P-U-A,"1/2.7"""" 2Megapixel CMOS 25/30fps@1080P,25/30fps@720P 25m IR, Smart IR,ICR, OSD, 2.8mm fixed lens,4in1(CVI/TVI/AHD/CVBS), Built-in mic, Plastic housing",251000,251000,251000,251000,251000,325000,261000,Hiview D-SERIES CAM,Hiview D-SERIES CAM,2 Years Warranty,Hiview
HIK-B1A21P-U-A,"1/2.7"" 2Megapixel CMOS 25/30fps@1080P,25/30fps@720P 30m IR, Smart IR,ICR, OSD,4in1(CVI/TVI/AHD/CVBS),Built-in mic, Quick-to-install design, Upgrade on",273000,273000,273000,273000,273000,383000,284000,Hiview D-SERIES CAM,Hiview D-SERIES CAM,2 Years Warranty,Hiview
HIK-T1240CLQP-IL-A,The parameters and datasheets below can only be applied to1200-S6-IL series. · Max. 30 fps@1080p · 3D NR · Smart Dual Light · 20 m illumination distan,282000,282000,282000,282000,282000,395000,294000,Hiview D-SERIES CAM,Hiview D-SERIES CAM,2 Years Warranty,Hiview
HIK-B1240CMP-IL-A,"The parameters and datasheets below can only be applied to1200-S6-IL series. · Max. 30 fps@1080p, · 3D NR, · Smart Dual Light, · 20 m illumination dis",286000,286000,286000,286000,286000,399000,297000,Hiview D-SERIES CAM,Hiview D-SERIES CAM,2 Years Warranty,Hiview
T1290,"2MP / 1080P, 2,8mm Fix Focal Lens, Full Color Starlight 20M, Illumination Distance 4 in 1 Video Output, (TVI/AHD/CVI/CVBS) IP 67, 12 VDC",230000,230000,230000,230000,230000,322000,239000,Hiview D-SERIES CAM,Hiview D-SERIES CAM,2 Years Warranty,Hiview
B1290,"2MP / 1080P, Image sensor, Lens Fixed focal, 2MP CMOS, 3,6mm Fix Focal Lens, Full Color Starlight 20M, Illumination Distance 4 in 1 Video Output, (TVI",251000,251000,251000,251000,251000,352000,262000,Hiview D-SERIES CAM,Hiview D-SERIES CAM,2 Years Warranty,Hiview
HIK-T1249-WIZVIEW,"· Max. 30 fps@1080p· AI-ISP· Distortion Correction.· Smart Dual Light.· Smart Light+.· 50 m illumination distance· Super Adapt, 130 dB true WDR, 3D NR",554000,554000,554000,554000,554000,776000,576000,Hiview D-SERIES CAM,Hiview D-SERIES CAM,2 Years Warranty,Hiview
HIK-B1249-WIZVIEW,"· Max. 30 fps@1080p· AI-ISP.· Distortion Correction.· Smart Dual Light.· Smart Light+.· 50 m illumination distance· Super Adapt, 130 dB true WDR, 3D N",554000,554000,554000,554000,554000,776000,576000,Hiview D-SERIES CAM,Hiview D-SERIES CAM,2 Years Warranty,Hiview
HIK-D1200T,· Max. 25 fps@1080P · Two-way Talk · Smart Light+ · Smart Dual Light. · 40 m illumination distance. · 3DN  2.8 mm fixed lens (2.8 mm optional). ·CVI/C,355000,355000,355000,355000,355000,497000,369500,Hiview D-SERIES CAM,Hiview D-SERIES CAM,2 Years Warranty,Hiview
HIK-B1200T,· Max. 25 fps@1080P · Two-way Talk · Smart Light+ · Smart Dual Light. · 40 m illumination distance. · 3DNR · 3.6 mm fixed lens (2.8 mm optional). · CV,381000,381000,381000,381000,381000,534000,397000,Hiview D-SERIES CAM,Hiview D-SERIES CAM,2 Years Warranty,Hiview
HIK-D1500T,· Max. 25 fps@5MP · Two-way Talk · Smart Light+ · Smart Dual Light. · 40 m illumination distance. · 3DNR · 3.6 mm fixed lens (2.8 mm optional). CVI/CV,469000,469000,469000,469000,469000,657000,488000,Hiview D-SERIES CAM,Hiview D-SERIES CAM,2 Years Warranty,Hiview
HIK-B1500T,· Max. 25 fps@5MP · Two-way Talk · Smart Light+ · Smart Dual Light. · 40 m illumination distance. · 3DNR · 3.6 mm fixed lens (2.8 mm optional).  CVI/C,495000,495000,495000,495000,495000,693000,515000,Hiview D-SERIES CAM,Hiview D-SERIES CAM,2 Years Warranty,Hiview
XVR04-I,4 Channel Penta-brid 1080N/720p Cooper 1U 1HDD WizSense Digital Video Recorder > H.265+/H.265 dual-stream video compression > Supports Full channel AI,489000,489000,489000,489000,489000,684000,520000,Hiview D- SERIES XVR,Hiview D- SERIES XVR,2 Years Warranty,Hiview
XVR08-I,8 Channel Penta-brid 1080N/720p Cooper 1U 1HDD WizSense Digital Video Recorder > H.265+/H.265 dual-stream video compression > Supports Full channel AI,651000,651000,651000,651000,651000,912000,671000,Hiview D- SERIES XVR,Hiview D- SERIES XVR,2 Years Warranty,Hiview
XVR16-I,16 Channels Penta-brid 1080N/720P Compact 1U 1HDD WizSense Digital Video Recorder > H.265+/H.265 dual-stream video compression > Supports Full-channel,1218000,1218000,1218000,1218000,1218000,1705000,1254000,Hiview D- SERIES XVR,Hiview D- SERIES XVR,2 Years Warranty,Hiview
XVR04-XT,"• 4-ch Analog Video Input, Max. 1080N/720p@30fps Encoding Capability • Max. 5-ch IP Video Input (Up to 2MP) • 4-ch Two-way Talk • AI Functions: 4-ch S",580000,580000,580000,580000,580000,812000,604000,Hiview D- SERIES XVR,Hiview D- SERIES XVR,2 Years Warranty,Hiview
XVR08-XT,"• 8-ch Analog Video Input, Max. 1080N/720p@15fps Encoding Capability • Max. 10-ch IP Video Input (Up to 6MP) • 8-ch Two-way Talk • AI Functions: 8-ch ",770000,770000,770000,770000,770000,1078000,801000,Hiview D- SERIES XVR,Hiview D- SERIES XVR,2 Years Warranty,Hiview
XVR16-XT,"• 16-ch Analog Video Input, Max. 1080N/720p@15fps Encoding Capability • Max. 18-ch IP Video Input (Up to 6MP) • 16-ch Two-way Talk • AI Functions: 16-",1300000,1300000,1300000,1300000,1300000,1820000,1353000,Hiview D- SERIES XVR,Hiview D- SERIES XVR,2 Years Warranty,Hiview
TH-T120-PC,"2MP CMOS Sensor, Indoor EXIR Eyeball, 20m IR,, ICR, 0.01 Lux/F1.2, 12 VDC, Smart IR, DNR, OSD Menu,  2.8mm Lens, Support HD-TVI/AHD/CVI/CVBS video out",190000,190000,190000,190000,190000,266000,198000,Hiview H-SERIES CAM,Hiview H-SERIES CAM,2 Years Warranty,Hiview
TH-B120-PC,"2MP CMOS Sensor, 20m IR, Outdoor EXIR Bullet, ICR, 0.01 Lux/F1.2, 12 VDC, Smart IR, DNR, OSD Menu, IP66, 3.6mm Lens, Support HD-TVI/AHD/CVI/CVBS video",208000,208000,208000,208000,208000,291200,217000,Hiview H-SERIES CAM,Hiview H-SERIES CAM,2 Years Warranty,Hiview
TH-T120-PS,"2MP CMOS Sensor, Indoor EXIR Eyeball, 20m IR,, ICR, 0.01 Lux/F1.2, 12 VDC, Smart IR, DNR, Built-in Mic,Audio up Coaxial(Only TVI)，OSD Menu,  2.8mm Len",285000,285000,285000,285000,285000,399000,297000,Hiview H-SERIES CAM,Hiview H-SERIES CAM,2 Years Warranty,Hiview
TH-B120-PS,"2MP CMOS Sensor, 25m IR, Outdoor EXIR Bullet, ICR, 0.01 Lux/F1.2, 12 VDC, Smart IR, DNR,  Built-in Mic,Audio up Coaxial(Only TVI)，OSD Menu, IP66, 3.6m",315000,315000,315000,315000,315000,441000,323000,Hiview H-SERIES CAM,Hiview H-SERIES CAM,2 Years Warranty,Hiview
TH-T127,"2MP CMOS Sensor, Indoor White Light Eyeball, 20m White Light, 0.01 Lux @ (F1.6, AGC ON), 0 Lux with white light, 12 VDC, Smart Light, DNR, OSD Menu,  ",275000,275000,275000,275000,275000,385000,286000,Hiview H-SERIES CAM,Hiview H-SERIES CAM,2 Years Warranty,Hiview
TH-B127,"2MP CMOS Sensor, 20m White Light, Outdoor white light Bullet, 0.01 Lux @ (F1.6, AGC ON), 0 Lux with white light, 12 VDC, Smart Light, DNR,  OSD Menu, ",295000,295000,295000,295000,295000,413000,306800,Hiview H-SERIES CAM,Hiview H-SERIES CAM,2 Years Warranty,Hiview
TH-76K0T-LPFS,"3K （5MP 16:9）CMOS Sensor,3K @ 20 fps(Default),EXIR, 20m IR+20m White Light, indoor Dual-light Turret, ICR, 0.01 Lux/F1.2, 12 VDC, Smart IR, DNR, Built",472500,472500,472500,472500,472500,661500,487000,Hiview H-SERIES CAM,Hiview H-SERIES CAM,2 Years Warranty,Hiview
TH-16K0T-LPFS,"3K （5MP 16:9）CMOS Sensor,3K @ 20 fps(Default), EXIR, 30m IR+20m White Light, Outdoor Dual-light Bullet, ICR, 0.01 Lux/F1.2, 12 VDC, Smart IR, DNR, Bui",472500,472500,472500,472500,472500,661500,487000,Hiview H-SERIES CAM,Hiview H-SERIES CAM,2 Years Warranty,Hiview
XVR204-M1H,● Deep learning based human and vehicle targets classification of Motion Detection 2.0 ● H.265 Pro+/H.265 Pro/H.265 video compression ● HDTVI/AHD/CVI/,535500,535500,535500,535500,535500,750000,552000,Hiview H-SERIES XVR,Hiview H-SERIES XVR,2 Years Warranty,Hiview
XVR208-M1H,● Deep learning based human and vehicle targets classification of Motion Detection 2.0 ● H.265 Pro+/H.265 Pro/H.265 video compression ● HDTVI/AHD/CVI/,712000,712000,712000,712000,712000,997000,734000,Hiview H-SERIES XVR,Hiview H-SERIES XVR,2 Years Warranty,Hiview
XVR216-M1H,● Deep learning-based motion detection 2.0 for all analog channels ● Efficient H.265 pro+ compression technology ● Encoding ability up to 1080p @ 15 f,1269000,1269000,1269000,1269000,1269000,1776000,1307000,Hiview H-SERIES XVR,Hiview H-SERIES XVR,2 Years Warranty,Hiview
IDS-TH7204HQHI-M1E,● full-channel motion detection 2.0 or2-ch false alarm filter ● 4 Turbo HD/CVI / AHD / CVBS self-adaptive interfaces input ● 4-ch video&1-ch audio inp,899000,899000,899000,899000,899000,1259000,926000,Hiview H-SERIES XVR,Hiview H-SERIES XVR,2 Years Warranty,Hiview
IDS-TH7208HQHI-M1E,● full-channel motion detection 2.0 or 4-ch false alarm filter ● 8 Turbo HD/CVI / AHD / CVBS self-adaptive interfaces input ● 8-ch video&1-ch audio in,1395000,1395000,1395000,1395000,1395000,1954000,1438000,Hiview H-SERIES XVR,Hiview H-SERIES XVR,2 Years Warranty,Hiview
IDS-TH7216HQHI-M1E,● full-channel motion detection 2.0 or 4-ch false alarm filter ● 16 Turbo HD/CVI / AHD / CVBS self-adaptive interfaces input ● 16-ch video&1-ch audio ,2592000,2592000,2592000,2592000,2592000,3628000,2669000,Hiview H-SERIES XVR,Hiview H-SERIES XVR,2 Years Warranty,Hiview
